id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,neg|lfc,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
DHRS3,4,0.4719,0.24388,0.543607,8582,1,0.079716,0.76638,0.88553,1,14238,0,0.079716
KLKB1,4,0.47193,0.24388,0.543607,8583,1,-0.091502,0.9055,0.96983,1,16912,0,-0.091502
ARHGEF37,4,0.47196,0.24388,0.543607,8584,1,-0.028551,0.18421,0.41859,1,5333,1,-0.028551
USP33,4,0.472,0.24388,0.543607,8585,1,0.056194,0.18577,0.42154,1,5367,2,0.056194
INPP5E,4,0.47203,0.24388,0.543607,8586,1,0.048055,0.81072,0.9156,1,15069,0,0.048055
TOX4,4,0.47206,0.24388,0.543607,8587,1,0.041167,0.14542,0.36025,1,4412,2,0.041167
IGF2BP1,4,0.47209,0.24388,0.543607,8588,1,-0.09029,0.9702,0.99423,1,18205,0,-0.09029
CYP4F2,3,0.47216,0.25381,0.544693,8589,0,0.077303,0.34673,0.50572,1,7365,1,0.077303
SYNGR4,4,0.47216,0.24388,0.543607,8590,1,-0.0097322,0.75042,0.87649,1,13923,0,-0.0097322
SRPK1,4,0.47219,0.24388,0.543607,8591,1,-0.0043927,0.88954,0.96353,1,16598,0,-0.0043927
LYSMD1,4,0.47222,0.24388,0.543607,8592,1,-0.028295,0.77028,0.88799,1,14313,0,-0.028295
FGG,4,0.47226,0.24388,0.543607,8593,1,0.012991,0.65595,0.79539,1,12159,0,0.012991
PDE6H,4,0.47229,0.24388,0.543607,8594,1,-0.043894,0.48368,0.64867,1,9259,1,-0.043894
DISP2,4,0.47235,0.24388,0.543607,8595,1,0.0021198,0.61271,0.74427,1,11380,1,0.0021198
FCER2,4,0.47248,0.2469,0.543607,8596,1,-0.056915,0.16393,0.39077,1,4819,1,-0.056915
FAM89A,4,0.47251,0.2469,0.543607,8597,1,0.0035933,0.37043,0.55279,1,7675,1,0.0035933
GNRH1,4,0.47258,0.2469,0.543607,8598,1,0.033719,0.66543,0.80734,1,12332,0,0.033719
KAT6B,4,0.47268,0.2469,0.543607,8599,1,-0.080831,0.48714,0.65008,1,9299,1,-0.080831
INSL4,4,0.47271,0.2469,0.543607,8600,1,0.027977,0.17117,0.40109,1,5006,2,0.027977
COPB2,3,0.47277,0.2563,0.544693,8601,0,0.06302,0.69868,0.83241,1,12955,0,0.06302
TCEAL5,4,0.47281,0.2469,0.543607,8602,1,0.073778,0.12552,0.32369,1,3902,2,0.073778
APOA2,4,0.4729,0.2469,0.543607,8603,1,0.078113,0.077186,0.24639,1,2683,2,0.078113
RHBG,4,0.47294,0.2469,0.543607,8604,1,-0.047879,0.2504,0.47222,1,6231,1,-0.047879
GYG1,4,0.473,0.2469,0.543607,8605,1,-0.034959,0.61253,0.74427,1,11374,1,-0.034959
ATP6V0A2,4,0.47303,0.2469,0.543607,8606,1,-0.073277,0.51336,0.66991,1,9690,1,-0.073277
SPATA2,4,0.47307,0.2469,0.543607,8607,1,-0.02721,0.63236,0.76952,1,11734,0,-0.02721
FIGNL2,4,0.4731,0.2469,0.543607,8608,1,-0.032162,0.42522,0.6059,1,8378,1,-0.032162
ANAPC2,4,0.47316,0.2469,0.543607,8609,1,-0.051645,0.37394,0.55279,1,7715,1,-0.051645
BTN2A2,4,0.47323,0.2469,0.543607,8610,1,-0.058641,0.5459,0.68998,1,10202,1,-0.058641
MAP3K10,4,0.47326,0.2469,0.543607,8611,1,-9.79E-05,0.47942,0.64723,1,9199,1,-9.79E-05
CNKSR2,4,0.47332,0.2469,0.543607,8612,1,-0.12346,0.87593,0.95631,1,16314,0,-0.12346
DEFA6,4,0.47339,0.2469,0.543607,8613,1,-0.0072859,0.35786,0.54564,1,7501,1,-0.0072859
KHDRBS1,4,0.47349,0.2469,0.543607,8614,1,-0.029265,0.76925,0.88633,1,14300,0,-0.029265
ST14,4,0.47365,0.2469,0.543607,8615,1,0.009309,0.56132,0.71004,1,10473,1,0.009309
IFNA10,4,0.47368,0.2469,0.543607,8616,1,-0.040021,0.80128,0.91108,1,14895,0,-0.040021
RNLS,4,0.47371,0.2469,0.543607,8617,1,-0.09482,0.35,0.5428,1,7404,1,-0.09482
IPO8,4,0.47375,0.2469,0.543607,8618,1,0.14551,0.015441,0.080869,1,807,2,0.14551
CELF6,4,0.47378,0.2469,0.543607,8619,1,0.047072,0.26319,0.48377,1,6376,1,0.047072
TECR,4,0.47388,0.2469,0.543607,8620,1,-0.088814,0.83095,0.92529,1,15467,0,-0.088814
ELAC1,4,0.47391,0.2469,0.543607,8621,1,-0.052284,0.64028,0.77752,1,11883,0,-0.052284
PLXND1,4,0.47394,0.2469,0.543607,8622,1,0.018516,0.29256,0.50243,1,6678,1,0.018516
KLK9,4,0.47417,0.2469,0.543607,8623,1,0.0070391,0.87286,0.95433,1,16262,0,0.0070391
L3MBTL3,4,0.47423,0.2469,0.543607,8624,1,-0.038426,0.79981,0.90907,1,14861,0,-0.038426
TUBD1,4,0.47426,0.2469,0.543607,8625,1,-0.043534,0.90302,0.96865,1,16855,0,-0.043534
ASMTL,4,0.4743,0.2469,0.543607,8626,1,-0.067106,0.36422,0.5499,1,7587,1,-0.067106
OTP,4,0.47433,0.2469,0.543607,8627,1,-0.010588,0.15935,0.38427,1,4713,2,-0.010588
CORO7-PAM16,4,0.47436,0.2469,0.543607,8628,1,-0.0024666,0.48358,0.64867,1,9257,1,-0.0024666
PAG1,3,0.47436,0.2563,0.544693,8629,0,-0.09071,0.84496,0.93586,1,15746,0,-0.09071
MAGEE2,4,0.47439,0.2469,0.543607,8630,1,-0.086957,0.84842,0.93864,1,15814,0,-0.086957
MYH1,4,0.47443,0.2469,0.543607,8631,1,-0.098373,0.89018,0.96353,1,16606,0,-0.098373
NEK7,2,0.47446,0.29763,0.593593,8632,0,0.025199,0.49974,0.64855,1,9474,0,0.025199
IL4,4,0.47449,0.2469,0.543607,8633,1,0.034541,0.3446,0.53847,1,7339,1,0.034541
METTL1,4,0.47452,0.2469,0.543607,8634,1,0.074939,0.13085,0.33137,1,4044,2,0.074939
APOBEC3C,4,0.47455,0.2469,0.543607,8635,1,0.022128,0.15033,0.36768,1,4517,1,0.022128
RANBP3L,4,0.47465,0.2469,0.543607,8636,1,0.013976,0.37165,0.55279,1,7693,1,0.013976
APBA2,4,0.47468,0.2469,0.543607,8637,1,0.060894,0.13141,0.3325,1,4057,2,0.060894
SEMA6B,4,0.47475,0.2469,0.543607,8638,1,0.089561,0.6576,0.79664,1,12183,0,0.089561
GALNTL6,4,0.47478,0.2469,0.543607,8639,1,0.027099,0.82935,0.9247,1,15430,0,0.027099
TRIM49B,4,0.47481,0.2469,0.543607,8640,1,-0.070711,0.171,0.40109,1,5001,1,-0.070711
TBL1X,4,0.47485,0.2469,0.543607,8641,1,-0.097814,0.7748,0.89186,1,14385,0,-0.097814
CARF,4,0.47488,0.2469,0.543607,8642,1,0.044298,0.17713,0.41301,1,5151,1,0.044298
PITHD1,4,0.47491,0.2469,0.543607,8643,1,0.029476,0.37636,0.55566,1,7746,1,0.029476
MYLK3,4,0.47494,0.2469,0.543607,8644,1,-0.024699,0.7907,0.90082,1,14691,0,-0.024699
KANSL1L,4,0.47497,0.2469,0.543607,8645,1,-0.083952,0.93805,0.98256,1,17571,0,-0.083952
CCDC18,4,0.47504,0.2469,0.543607,8646,1,-0.12814,0.73107,0.85974,1,13556,0,-0.12814
STMN2,4,0.47507,0.2469,0.543607,8647,1,-0.054804,0.67743,0.81881,1,12548,0,-0.054804
RNF40,4,0.4751,0.2469,0.543607,8648,1,-0.047428,0.95125,0.98681,1,17823,0,-0.047428
KYNU,3,0.47513,0.25881,0.544693,8649,0,0.0088507,0.82795,0.92568,1,15405,0,0.0088507
CDRT15,4,0.47514,0.2469,0.543607,8650,1,-0.040539,0.13981,0.34822,1,4258,1,-0.040539
MESDC1,4,0.4752,0.2469,0.543607,8651,1,-0.077554,0.45946,0.64006,1,8896,1,-0.077554
CRYGA,4,0.47527,0.2469,0.543607,8652,1,0.00895,0.056864,0.19267,1,2190,1,0.00895
LYPD2,4,0.4753,0.2469,0.543607,8653,1,0.14384,0.085705,0.26639,1,2886,2,0.14384
CNKSR3,4,0.47539,0.2469,0.543607,8654,1,-0.022992,0.45246,0.63304,1,8797,1,-0.022992
ACTRT2,4,0.47543,0.2469,0.543607,8655,1,0.0064691,0.33254,0.52833,1,7194,1,0.0064691
GOLGA5,4,0.47552,0.2469,0.543607,8656,1,-0.09745,0.74251,0.86964,1,13773,0,-0.09745
POLR2J3,4,0.47556,0.2469,0.543607,8657,1,-0.14243,0.78095,0.8949,1,14496,0,-0.14243
GALNT4,4,0.47562,0.2469,0.543607,8658,1,0.056839,0.15069,0.36768,1,4529,2,0.056839
MYH10,4,0.47565,0.2469,0.543607,8659,1,-0.0051593,0.015752,0.080869,1,825,1,-0.0051593
BCAR3,4,0.47568,0.2469,0.543607,8660,1,0.13033,0.01915,0.092039,1,979,2,0.13033
TXNDC17,4,0.47575,0.2469,0.543607,8661,1,-0.0192,0.3939,0.57727,1,7970,1,-0.0192
SERINC1,4,0.47578,0.2469,0.543607,8662,1,0.12218,0.197,0.43382,1,5649,2,0.12218
RPS15A,4,0.47585,0.2469,0.543607,8663,1,-0.095221,0.65577,0.79412,1,12157,0,-0.095221
GLOD5,4,0.47594,0.2469,0.543607,8664,1,-0.038421,0.89388,0.96521,1,16679,0,-0.038421
AGPS,4,0.47598,0.2469,0.543607,8665,1,0.090524,0.14041,0.34822,1,4278,2,0.090524
CECR1,4,0.47614,0.24991,0.543607,8666,1,-0.033293,0.55464,0.69711,1,10354,1,-0.033293
CAV3,4,0.47617,0.24991,0.543607,8667,1,0.12356,0.053199,0.1874,1,2098,2,0.12356
PRKACB,4,0.4762,0.24991,0.543607,8668,1,0.001198,0.88499,0.96147,1,16501,0,0.001198
VAMP4,3,0.47628,0.25881,0.544693,8669,0,-0.14981,0.73286,0.85614,1,13599,0,-0.14981
C3,4,0.47633,0.24991,0.543607,8670,1,-0.01672,0.68585,0.82316,1,12717,0,-0.01672
WDR89,4,0.47636,0.24991,0.543607,8671,1,0.071894,0.080055,0.25388,1,2744,2,0.071894
DEFA3,4,0.47639,0.24991,0.543607,8672,1,-0.010574,0.57067,0.7129,1,10656,1,-0.010574
TAS2R8,4,0.47643,0.24991,0.543607,8673,1,-0.15098,0.96412,0.99189,1,18079,0,-0.15098
C15orf62,4,0.47652,0.24991,0.543607,8674,1,-0.15534,0.78801,0.90082,1,14628,0,-0.15534
ARHGAP36,4,0.47656,0.24991,0.543607,8675,1,-0.017662,0.77605,0.89186,1,14407,0,-0.017662
TLDC1,4,0.47665,0.24991,0.543607,8676,1,-0.014971,0.75799,0.88143,1,14072,0,-0.014971
C5orf24,4,0.47672,0.24991,0.543607,8677,1,0.15255,0.10712,0.30135,1,3405,2,0.15255
FSHR,4,0.47675,0.24991,0.543607,8678,1,-0.030358,0.83043,0.92529,1,15452,0,-0.030358
N4BP1,4,0.47685,0.24991,0.543607,8679,1,-0.12772,0.75425,0.87732,1,13999,0,-0.12772
OR52B6,4,0.47688,0.24991,0.543607,8680,1,-0.015957,0.62608,0.76401,1,11628,0,-0.015957
MRPS28,4,0.47691,0.24991,0.543607,8681,1,0.068723,0.22584,0.45497,1,5976,1,0.068723
SYT11,4,0.47714,0.24991,0.543607,8682,1,0.018924,0.43961,0.62449,1,8600,1,0.018924
CSGALNACT2,4,0.47726,0.24991,0.543607,8683,1,-0.01169,0.54575,0.68998,1,10198,1,-0.01169
PNKP,4,0.47733,0.24991,0.543607,8684,1,-0.080239,0.95298,0.98757,1,17853,0,-0.080239
JADE1,4,0.47736,0.24991,0.543607,8685,1,-0.098044,0.98311,0.99666,1,18490,0,-0.098044
MAML1,4,0.47739,0.24991,0.543607,8686,1,0.048825,0.18209,0.41711,1,5273,2,0.048825
ZNF628,4,0.47743,0.24991,0.543607,8687,1,0.20342,0.018415,0.089638,1,940,3,0.20342
ACCS,4,0.47749,0.24991,0.543607,8688,1,-0.030618,0.40777,0.58728,1,8148,1,-0.030618
ZC2HC1B,4,0.47752,0.24991,0.543607,8689,1,0.026025,0.54407,0.68855,1,10178,1,0.026025
LTBP3,4,0.47759,0.24991,0.543607,8690,1,-0.11955,0.85245,0.94211,1,15887,0,-0.11955
POU6F1,4,0.47768,0.24991,0.543607,8691,1,-0.0095692,0.41053,0.58871,1,8183,1,-0.0095692
GSTO2,4,0.47772,0.24991,0.543607,8692,1,-0.080931,0.81604,0.91812,1,15179,0,-0.080931
DUSP28,4,0.47778,0.24991,0.543607,8693,1,0.16243,0.029687,0.13337,1,1447,3,0.16243
RADIL,4,0.47781,0.24991,0.543607,8694,1,-0.092268,0.658,0.79664,1,12192,0,-0.092268
ZNF680,4,0.47784,0.24991,0.543607,8695,1,-0.031234,0.81037,0.9156,1,15063,0,-0.031234
C20orf173,4,0.47791,0.24991,0.543607,8696,1,-0.06858,0.5377,0.6843,1,10064,1,-0.06858
USP28,4,0.47801,0.24991,0.543607,8697,1,0.045636,0.65175,0.79031,1,12078,0,0.045636
TM4SF1,4,0.47813,0.24991,0.543607,8698,1,-0.072305,0.027757,0.12727,1,1368,1,-0.072305
PRPF6,4,0.4782,0.24991,0.543607,8699,1,-0.09633,0.73289,0.85974,1,13600,0,-0.09633
HID1,4,0.47829,0.24991,0.543607,8700,1,0.20719,0.043812,0.17197,1,1844,2,0.20719
CENPP,3,0.47832,0.2638,0.551773,8701,0,0.051574,0.76851,0.88826,1,14281,0,0.051574
IRGM,4,0.47839,0.24991,0.543607,8702,1,0.15794,0.018083,0.08782,1,924,2,0.15794
SDC2,4,0.47842,0.24991,0.543607,8703,1,0.15272,0.12573,0.32484,1,3909,2,0.15272
KCNH8,4,0.47849,0.24991,0.543607,8704,1,0.099427,0.6981,0.83291,1,12946,0,0.099427
PNMAL1,4,0.47855,0.24991,0.543607,8705,1,0.012177,0.79426,0.90567,1,14753,0,0.012177
ZC3HAV1,4,0.47862,0.24991,0.543607,8706,1,0.058408,0.57551,0.72011,1,10732,1,0.058408
EGFL8,4,0.47865,0.24991,0.543607,8707,1,0.026682,0.54343,0.68855,1,10163,1,0.026682
SLC38A3,4,0.47878,0.24991,0.543607,8708,1,0.2902,0.00027223,0.0024269,0.979064,48,3,0.2902
CTSB,4,0.47884,0.24991,0.543607,8709,1,0.0063919,0.84476,0.93457,1,15742,0,0.0063919
KAAG1,4,0.47887,0.24991,0.543607,8710,1,0.010954,0.71935,0.8503,1,13350,0,0.010954
C1QL3,4,0.47891,0.24991,0.543607,8711,1,0.0019763,0.53319,0.67998,1,9998,1,0.0019763
SF3B3,4,0.47897,0.24991,0.543607,8712,1,-0.15753,0.96433,0.992,1,18086,0,-0.15753
MARVELD3,3,0.47903,0.2638,0.551773,8713,0,-0.12694,0.9145,0.97066,1,17097,0,-0.12694
GTF3C6,4,0.47907,0.24991,0.543607,8714,1,-0.045662,0.04518,0.17329,1,1885,1,-0.045662
RNF151,4,0.47913,0.24991,0.543607,8715,1,0.20016,0.064525,0.21275,1,2378,2,0.20016
DIAPH2,4,0.47919,0.24991,0.543607,8716,1,-0.059844,0.31606,0.51825,1,6987,1,-0.059844
TMEM164,4,0.47923,0.24991,0.543607,8717,1,-0.080448,0.34456,0.53847,1,7337,1,-0.080448
ARGFX,4,0.47926,0.24991,0.543607,8718,1,0.14457,0.023233,0.10581,1,1166,3,0.14457
THAP2,4,0.47929,0.24991,0.543607,8719,1,-0.06672,0.79927,0.90771,1,14850,0,-0.06672
PCDHAC1,4,0.47932,0.24991,0.543607,8720,1,-0.074798,0.86554,0.95159,1,16126,0,-0.074798
AUH,4,0.47961,0.24991,0.543607,8721,1,-0.0069243,0.66168,0.80388,1,12262,0,-0.0069243
SPINT4,4,0.47971,0.24991,0.543607,8722,1,-0.049471,0.015389,0.080869,1,805,1,-0.049471
IFI27,4,0.47977,0.24991,0.543607,8723,1,0.041594,0.64676,0.78525,1,11982,0,0.041594
OR4A15,4,0.4798,0.24991,0.543607,8724,1,-0.058553,0.8206,0.92172,1,15253,0,-0.058553
RNF103,4,0.47987,0.24991,0.543607,8725,1,-0.022969,0.33207,0.52833,1,7183,1,-0.022969
ZSCAN20,4,0.4799,0.24991,0.543607,8726,1,0.050784,0.79674,0.90635,1,14799,0,0.050784
RIPK2,4,0.47993,0.24991,0.543607,8727,1,-0.059108,0.86668,0.95277,1,16146,0,-0.059108
PHYHIP,4,0.48006,0.24991,0.543607,8728,1,-0.012186,0.20351,0.43918,1,5766,1,-0.012186
TAPBP,4,0.48009,0.24991,0.543607,8729,1,-0.0055359,0.68778,0.82645,1,12756,0,-0.0055359
CCDC167,4,0.48019,0.24991,0.543607,8730,1,0.15425,0.16736,0.39452,1,4900,2,0.15425
MYO18A,4,0.48022,0.24991,0.543607,8731,1,-0.032147,0.42155,0.60449,1,8332,1,-0.032147
CDCA4,4,0.48025,0.24991,0.543607,8732,1,0.041385,0.61573,0.74716,1,11439,1,0.041385
ARL13B,4,0.48029,0.24991,0.543607,8733,1,-0.0077349,0.46384,0.64152,1,8963,1,-0.0077349
GRXCR2,4,0.48032,0.24991,0.543607,8734,1,-0.034194,0.85325,0.94307,1,15903,0,-0.034194
MRPL9,4,0.48035,0.24991,0.543607,8735,1,-0.04083,0.4392,0.62449,1,8591,1,-0.04083
STOML1,4,0.48038,0.24991,0.543607,8736,1,0.014438,0.69,0.82863,1,12795,0,0.014438
PARL,4,0.48041,0.24991,0.543607,8737,1,0.053942,0.57017,0.7129,1,10644,1,0.053942
PUS7L,4,0.48054,0.24991,0.543607,8738,1,-0.018516,0.22406,0.45497,1,5953,1,-0.018516
NDUFAF5,4,0.48057,0.24991,0.543607,8739,1,0.08879,0.19758,0.43524,1,5664,2,0.08879
HRH4,4,0.48061,0.24991,0.543607,8740,1,0.024549,0.86955,0.95357,1,16200,0,0.024549
NPDC1,4,0.48064,0.24991,0.543607,8741,1,-0.031034,0.7659,0.88553,1,14225,0,-0.031034
PNLDC1,4,0.48067,0.24991,0.543607,8742,1,0.069605,0.19611,0.43382,1,5631,2,0.069605
GRPR,4,0.4807,0.24991,0.543607,8743,1,-0.042773,0.96794,0.99323,1,18163,0,-0.042773
CRYGN,4,0.48073,0.24991,0.543607,8744,1,0.057768,0.61466,0.74427,1,11418,1,0.057768
MKRN1,4,0.48077,0.24991,0.543607,8745,1,0.04075,0.51452,0.66991,1,9707,1,0.04075
SLC22A10,4,0.4808,0.24991,0.543607,8746,1,-0.04626,0.10808,0.30135,1,3424,1,-0.04626
SNRPD2,3,0.48086,0.2638,0.551773,8747,0,-0.024208,0.11208,0.28918,1,3530,1,-0.024208
IQCB1,4,0.48086,0.24991,0.543607,8748,1,-0.060685,0.8616,0.94902,1,16059,0,-0.060685
FAM159B,4,0.48089,0.24991,0.543607,8749,1,0.0084498,0.73004,0.85793,1,13536,0,0.0084498
FAM207A,4,0.48093,0.24991,0.543607,8750,1,0.024424,0.24188,0.46648,1,6136,1,0.024424
ASF1A,4,0.48099,0.24991,0.543607,8751,1,0.023083,0.016476,0.082162,1,854,2,0.023083
C16orf87,4,0.48102,0.24991,0.543607,8752,1,-0.11025,0.76275,0.88391,1,14167,0,-0.11025
SNX11,4,0.48112,0.24991,0.543607,8753,1,-0.060563,0.12421,0.32028,1,3869,1,-0.060563
C17orf89,4,0.48115,0.24991,0.543607,8754,1,0.10172,0.007079,0.040625,1,429,2,0.10172
DSG4,4,0.48121,0.24991,0.543607,8755,1,0.019527,0.56928,0.7129,1,10627,1,0.019527
VTN,4,0.48128,0.24991,0.543607,8756,1,0.1765,0.016114,0.081758,1,840,2,0.1765
ACAA2,4,0.48131,0.24991,0.543607,8757,1,0.024724,0.14424,0.35689,1,4381,1,0.024724
KMT2A,4,0.48134,0.24991,0.543607,8758,1,-0.097176,0.83153,0.92701,1,15477,0,-0.097176
LOC645382,4,0.48137,0.24991,0.543607,8759,1,-0.039454,0.86432,0.95117,1,16103,0,-0.039454
ACAN,4,0.48141,0.24991,0.543607,8760,1,-0.12524,0.6583,0.79664,1,12198,0,-0.12524
CAMKK2,4,0.4815,0.24991,0.543607,8761,1,-0.045133,0.047959,0.17682,1,1967,1,-0.045133
NKPD1,4,0.48153,0.24991,0.543607,8762,1,0.002983,0.68351,0.81994,1,12673,0,0.002983
ANP32D,4,0.48157,0.24991,0.543607,8763,1,0.050356,0.39408,0.57727,1,7972,1,0.050356
MRAP,4,0.4816,0.24991,0.543607,8764,1,-0.048271,0.16745,0.39575,1,4901,1,-0.048271
GPER1,4,0.48173,0.24991,0.543607,8765,1,0.087875,0.012746,0.069033,1,697,1,0.087875
ARIH1,4,0.48176,0.24991,0.543607,8766,1,0.16194,0.022745,0.10529,1,1145,2,0.16194
TESK2,4,0.48179,0.24991,0.543607,8767,1,-0.024676,0.79392,0.90567,1,14746,0,-0.024676
DNAJC5B,4,0.48182,0.24991,0.543607,8768,1,-0.035739,0.19446,0.43253,1,5584,1,-0.035739
WFDC8,4,0.48185,0.24991,0.543607,8769,1,0.099978,0.081985,0.25753,1,2798,2,0.099978
RPS6KA1,4,0.48189,0.24991,0.543607,8770,1,0.043395,0.69016,0.82863,1,12799,0,0.043395
ARX,4,0.48192,0.24991,0.543607,8771,1,0.10696,0.24286,0.46648,1,6148,1,0.10696
ANAPC16,4,0.48201,0.24991,0.543607,8772,1,-0.067787,0.97148,0.99472,1,18228,0,-0.067787
C1QTNF5,4,0.48214,0.24991,0.543607,8773,1,-0.056148,0.70763,0.84138,1,13141,0,-0.056148
THPO,4,0.48224,0.24991,0.543607,8774,1,0.11703,0.059124,0.19741,1,2243,2,0.11703
FAM174A,4,0.48233,0.24991,0.543607,8775,1,-0.0701,0.60135,0.73854,1,11178,1,-0.0701
SETD9,4,0.4824,0.24991,0.543607,8776,1,0.0023564,0.013006,0.069033,1,708,1,0.0023564
RGS8,4,0.48243,0.24991,0.543607,8777,1,0.1025,0.44404,0.62732,1,8670,1,0.1025
CCDC90B,4,0.48246,0.24991,0.543607,8778,1,0.086477,0.17332,0.40616,1,5064,2,0.086477
PRKAR2B,4,0.48249,0.24991,0.543607,8779,1,-0.045559,0.86882,0.95357,1,16186,0,-0.045559
ALPI,4,0.48259,0.24991,0.543607,8780,1,0.045605,0.40621,0.58437,1,8127,1,0.045605
OR6V1,4,0.48265,0.24991,0.543607,8781,1,-0.0082478,0.78132,0.89563,1,14503,0,-0.0082478
RASL10B,4,0.48275,0.24991,0.543607,8782,1,-0.0076397,0.60899,0.74427,1,11306,1,-0.0076397
NUDT13,4,0.48278,0.24991,0.543607,8783,1,-0.035798,0.30493,0.50528,1,6843,1,-0.035798
WDR5B,4,0.48294,0.24991,0.543607,8784,1,-0.083014,0.32574,0.52259,1,7115,1,-0.083014
ZNF512,4,0.48297,0.24991,0.543607,8785,1,0.020681,0.17222,0.40489,1,5037,2,0.020681
PLA2G4E,4,0.48301,0.24991,0.543607,8786,1,-0.017864,0.59763,0.73718,1,11107,1,-0.017864
RHEBL1,4,0.48304,0.24991,0.543607,8787,1,0.032868,0.012694,0.069033,1,693,1,0.032868
MROH2B,4,0.48307,0.24991,0.543607,8788,1,-0.10443,0.67004,0.81087,1,12416,0,-0.10443
C8orf4,4,0.48313,0.24991,0.543607,8789,1,0.092117,0.068986,0.2248,1,2498,2,0.092117
EXOC3L2,4,0.48323,0.24991,0.543607,8790,1,0.16662,0.0088485,0.054267,1,501,2,0.16662
TBC1D3B,4,0.48332,0.24991,0.543607,8791,1,-0.081661,0.84527,0.93457,1,15748,0,-0.081661
TCEANC,4,0.48345,0.24991,0.543607,8792,1,-0.082721,0.16425,0.39077,1,4825,1,-0.082721
INAFM1,4,0.48355,0.24991,0.543607,8793,1,-0.0043225,0.78425,0.8971,1,14555,0,-0.0043225
CEP170,4,0.48358,0.24991,0.543607,8794,1,0.055862,0.047757,0.17538,1,1960,1,0.055862
OR5AK2,4,0.48361,0.24991,0.543607,8795,1,-0.050113,0.35849,0.54564,1,7512,1,-0.050113
SAGE1,4,0.48364,0.24991,0.543607,8796,1,-0.051792,0.59097,0.73432,1,10990,1,-0.051792
IFT20,4,0.48377,0.24991,0.543607,8797,1,0.098224,0.60564,0.73998,1,11254,1,0.098224
DCLK2,4,0.48384,0.24991,0.543607,8798,1,-0.06738,0.88934,0.96353,1,16593,0,-0.06738
OTUB1,4,0.4839,0.24991,0.543607,8799,1,-0.020635,0.2426,0.46648,1,6144,1,-0.020635
OPHN1,3,0.48397,0.26626,0.556387,8800,0,-0.16311,0.84155,0.93289,1,15667,0,-0.16311
CIDEA,4,0.48403,0.24991,0.543607,8801,1,0.089121,0.25859,0.48091,1,6323,1,0.089121
PARP16,4,0.48406,0.24991,0.543607,8802,1,0.025698,0.18177,0.41711,1,5266,2,0.025698
PYDC2,4,0.48412,0.24991,0.543607,8803,1,0.028692,0.49186,0.65576,1,9365,1,0.028692
GNPAT,4,0.48415,0.24991,0.543607,8804,1,0.022885,0.53242,0.67998,1,9987,1,0.022885
ARHGAP22,3,0.48418,0.26626,0.556387,8805,0,0.15054,0.076002,0.2147,1,2645,2,0.15054
PITX2,4,0.48419,0.24991,0.543607,8806,1,-0.0065344,0.62224,0.75853,1,11564,0,-0.0065344
LOC101929372,4,0.48422,0.24991,0.543607,8807,1,-0.0054401,0.65961,0.79785,1,12222,0,-0.0054401
RCSD1,4,0.48428,0.24991,0.543607,8808,1,-0.0059804,0.072805,0.23484,1,2574,1,-0.0059804
TRIM42,4,0.48438,0.24991,0.543607,8809,1,-0.1872,0.20249,0.43918,1,5752,1,-0.1872
MT2A,4,0.48444,0.24991,0.543607,8810,1,0.10234,0.51992,0.67284,1,9798,1,0.10234
TRH,4,0.48457,0.24991,0.543607,8811,1,-0.039222,0.12545,0.32369,1,3898,1,-0.039222
ATP4A,4,0.4846,0.24991,0.543607,8812,1,0.0092718,0.61632,0.74856,1,11448,1,0.0092718
WDFY2,4,0.48463,0.24991,0.543607,8813,1,-0.052711,0.88228,0.9597,1,16433,0,-0.052711
NDUFS3,4,0.48476,0.24991,0.543607,8814,1,0.081793,0.16973,0.39979,1,4966,2,0.081793
SLC30A2,4,0.48479,0.24991,0.543607,8815,1,0.013995,0.72482,0.85611,1,13454,0,0.013995
TSPY8,4,0.48482,0.24991,0.543607,8816,1,-0.051075,0.60977,0.74427,1,11317,1,-0.051075
HOXD4,4,0.48486,0.24991,0.543607,8817,1,-0.07809,0.7214,0.8522,1,13391,0,-0.07809
POGLUT1,4,0.48495,0.24991,0.543607,8818,1,-0.049042,0.73283,0.85974,1,13597,0,-0.049042
CYCS,4,0.48498,0.24991,0.543607,8819,1,0.033221,0.42991,0.61307,1,8451,1,0.033221
ENTPD2,4,0.48501,0.24991,0.543607,8820,1,0.069751,0.16136,0.39077,1,4759,1,0.069751
RFX3,4,0.48505,0.24991,0.543607,8821,1,0.0083058,0.64757,0.7865,1,12000,0,0.0083058
CETN1,4,0.48508,0.24991,0.543607,8822,1,-0.074698,0.88261,0.9597,1,16440,0,-0.074698
KIR2DL4,3,0.48509,0.26868,0.557747,8823,0,-0.043691,0.87078,0.94892,1,16220,0,-0.043691
ABCC12,4,0.48514,0.24991,0.543607,8824,1,0.015466,0.074882,0.23775,1,2620,1,0.015466
PDGFC,4,0.48521,0.24991,0.543607,8825,1,-0.052526,0.9139,0.97291,1,17088,0,-0.052526
RGPD5,4,0.4853,0.24991,0.543607,8826,1,-0.10249,0.92906,0.9795,1,17386,0,-0.10249
FAM126B,4,0.4854,0.24991,0.543607,8827,1,-0.077204,0.97391,0.99526,1,18289,0,-0.077204
STT3A,4,0.48543,0.24991,0.543607,8828,1,0.088752,0.12369,0.32028,1,3855,2,0.088752
